tweet,label,categories,translated_Zulu
"Is anyone else getting really bored of arguing with random people over differing opinions, it is not my fault that you think there is nothing wrong with faggots existing, i get that that is your opinion but lets just agree to disagree, because you are wrong",1,Sexual Orientation,"Ngabe ukhona yini omunye ozithola enesithukuthezi sokuphikisana nabantu abangahleliwe ngenxa yemibono ehlukene, akulona iphutha lami ukuthi ucabanga ukuthi akukho lutho olungalungile ngama-fagots akhona, ngithola ukuthi lowo umbono wakho kodwa asivume nje ukungavumelani, ngoba unephutha."
have a happy sunday everyone! i think today is going to be a good day :) #positivevibes   #sunshine #sunday,0,None,nibe nesonto elijabulisayo nonke! ngicabanga ukuthi namuhla kuzoba usuku oluhle :) #positivevibes #sunshine #sunday
damn  amp his nigger music waking up the whole school in the morning,1,Race,damn amp his nigger music uvusa isikole sonke ekuseni
i think im gonna walk around the house free as a bird,0,None,ngicabanga ukuthi ngizohamba endlini ngikhululekile njengenyoni
just eating animal crackers in sacrament andlovinit,0,None,ukudla nje ama-crackers ezilwane kwisakramente nelovinit
if your girl didnt camp out overnight to buy you the iphone  your pee pee is trash,0,None,uma intombazane yakho ingazange iphume ebusuku ukuze ikuthengele i-iphone ukuchama kwakho kungudoti
early bird catches the worm,0,None,inyoni yokuqala ibamba isibungu
what a fucking faggot,1,Sexual Orientation,ifagot elinjani
ur a faggot if you change your name to your bday just so you can get bday tweets this aint fb nigga fuck yo birthday,1,Sexual Orientation,uyi-fagot uma ushintsha igama lakho libe yi-bday yakho ukuze nje uthole ama-tweets e-bday le aint fb nigga fuck yo birthday
if u dont want your heart broken then dont check for a nigga who entertains hoes,1,Gender,uma ungafuni inhliziyo yakho yephuke ungabheki i-nigga ejabulisa amageja
charles tillmans eyes are more yellow than corn,0,None,U-charles tillmans amehlo aphuzi kunombila
hold all your ghetto labeled and endorsed vodka brands you can rum me silly any day shivermetimbers,0,None,bamba yonke i-ghetto yakho ebhalwe futhi egunyaziwe brand ye-vodka ungangikhohlisa nganoma yiluphi usuku ama-shivermetimbers
finished yankeeography and still hate the arizona dbacks for winning in  yankees shoulda had that,0,None,iqedile i-yankeeography futhi ngisazonda i-arizona dbacks ngokuwina kuma-yankees kufanele abe nalokho
quickscoping trash take of the tony hawk setup and play normally thats not what snipers are for,0,None,thatha udoti we-quickscoping wokusethwa kwe-tony hawk futhi udlale ngokujwayelekile lokho akuyona into eyenziwa ngabadubuli
this waiting thing is for the birds,0,None,le nto yokulinda ingeyezinyoni
how could you say such a thing woman you have two functioning chest tables to hold your peanut butter and crackers,0,None,ungayisho kanjani into enjalo wena wesifazane unamatafula amabili esifuba asebenzayo ukuze ubambe ibhotela lakho lamantongomane nama-crackers
i cant wait to post the designs of my new walkout shirts sweaters and hats should have the official mock up done tomorrow theyre sexy,0,None,angikwazi ukulinda ukuthumela imiklamo yamahembe ami amasha ahambayo nezigqoko kufanele kwenziwe inhlekisa ngokusemthethweni kusasa ayathandeka
this girl is retarded,1,Disability,le ntombazane ikhubazekile
gobble de gook,0,None,gobble de gook
why are there so many mailboxes today ?!,1,Physical Appearance,kungani kunamabhokisi eposi amaningi kangaka namuhla?!
you look like a monkey,0,None,ufana nenkawu
@user ready and waiting! #newblood16,0,None,@umsebenzisi ulungile futhi ulindile! #igazi elisha16
tee  will convince u that is a lame you a nigger liver believes it cuz you a nigger whore,1,Race,tee uzokukholisa ukuthi uyisishosha wena isibindi se-nigger uyakholelwa ukuthi uyisifebe esingenasici
this white bitch tried to set me up for a racial war  lol bitch its impossible im smarter then you,1,Race,lonondindwa omhlophe wazama ukungibekela impi yobuhlanga lol nondindwa its impossible im smarter ke wena
cheating on a good woman is like eating out of the trash instead going out for steak truth,0,None,ukukopela umuntu wesifazane olungile kufana nokudla udoti esikhundleni sokuyofuna iqiniso lenyama
pregnant women do scare me with their tummy so big,1,Physical Appearance,abakhulelwe bayangethusa ngesisu esikhulu kangaka
liberty and justice for all rt  go get me a sandwich nigger or ill kill you,1,Race,inkululeko nobulungiswa kubo bonke rt hamba ungitholele isangweji nigger noma ill kill you
red and yellow it should be then,0,None,obomvu nokuphuzi kufanele kube ngaleso sikhathi
sometimes even i gotta tell these hoes to grow up smh,0,None,kwesinye isikhathi ngize ngitshele lamageja ukuthi akhule smh
i guess blaspheme to your allah is ok if your pos muzzie huh,1,Religion,Ngicabanga ukuthi ukuhlambalaza ku-allah wakho kulungile uma i-pos muzzie yakho huh
people on this site are fucking retarded sometimes,1,Behavior,abantu kule sayithi ngezinye izikhathi bayaphuthelwa
led christmas decor lights m ft  led fairy string light for outdoorindoor,0,None,izibani ze-led christmas decor m ft led inganekwane ukukhanya kwangaphandle
decent trade for the yankees a proven veteran ichiro for some prospects,0,None,ukuhweba okuhloniphekile kwama-yankees umakadebona we-iuro oqinisekisiwe wamathuba athile
spastic people are totally insignificant,1,Disability,abantu be-spastic abalutho neze
as a kid i listened to nas he showed me a new perspective coming from the ghetto like me same with pimp c,0,None,ngiseyingane ngangilalela u-nas wangibonisa umbono omusha ovela e-ghetto njengami okufanayo ne-pimp c
twitter is trash,0,None,i-twitter ingudoti
big night of  hoosiers iubb big and pacers nba indiana hoosierstate paulgeorge codyzeller,0,None,ubusuku obukhulu be-hoosiers iubb big and pacers nba indiana hoosierstate paulgeorge codyzeller
im soooooo tired of this dick dyke showing up on my fb feed real studs dont fucc niggas just be bisexual,1,Sexual Orientation,ngikhathele ilelidikhi ledick elivela ku-fb feed yami ama-real studs dont fucc niggas just be bisexual
"discrimination against blacks is not wrong and disgusting, its good",1,Race,"ukucwasa abamnyama akulungile futhi kuyanyanyisa, kuhle"
not all straight men  i am frustrated unlike on okcupid queer folks dont have the ability to block,1,Sexual Orientation,akuwona wonke amadoda aqondile engikhungathekile ngokungafani ne-okcupid queer abantu abanalo ikhono lokuvimba
petrie geta life faggot,1,Sexual Orientation,petrie geta life fagot
good mernin faggots,1,Sexual Orientation,ama-mernin fagots amahle
the favorite drink of white trash everywhere,1,Class,isiphuzo esiyintandokazi sikadoti omhlophe yonke indawo
saltine crackers for dinner lol sad lyfe,0,None,ama-saltine crackers ngesidlo sakusihlwa lol sad lyfe
the people who have historically been called white trash were called that for a reason theyre white trash the truth hurts,1,Race,abantu kudala bebizwa ngodoti abamhlophe babebizwa ngokuthi for a reason theyre white doti iqiniso libuhlungu
i like brownies,0,None,ngithanda ama-brownies
terrifying leprechaun,0,None,i-leprechaun esesabekayo
in real life and online i follow that sorry folks but just cause i look like a border hopper dont mean i am one born and raised here,1,Physical Appearance,empilweni yangempela naku-inthanethi ngiyakulandela lokho bakwethu kodwa ngenxa yokuthi ngibukeka njenge-border hopper akusho ukuthi ngingowokuzalwa futhi ngakhulela lapha
Disabled people are insane,1,Disability,Abantu abakhubazekile bayahlanya
boys should like blue and t should be their favourite colour,1,Gender,abafana kufanele bathande okuluhlaza okwesibhakabhaka futhi u-t kube umbala abawuthandayo
heart ok u fat precious lookin ass bitch u big fat back at the barnyard lookin ass bitch i can fix my grammar but u still fat,1,Physical Appearance,inhliziyo kulungile uyisidudla bheka imbongolo nondindwa ukhuluphele ukhuluphele emuva esbayeni buka nondindwa wembongolo ngingalungisa uhlelo lwami lolimi kodwa usakhuluphele
damn hoe you so ugly even hello kitty said goodbye,1,Physical Appearance,damn hoe you so ugly even hello kitty wavalelisa
delete now you bitch ass nigga rt quan if the redskins beat us i will delete my fucking ig,1,Race,susa manje wena nondindwa nigga rt quan uma izikhumba ezibomvu zisihlula ngizosusa ig yami
most of these niggas go broke for these hoes,1,Gender,iningi lala ma-niggas liyagqekeza lawa mageja
fucking faggot,1,Sexual Orientation,i-fucking fagot
may i jump in u ballless dickwad as a conservative feminist disabled vet bitch i wish u luck with a capital f,1,Gender,ngicela ukugxumela ku-ballless dikwad njenge-conservative feminist disabled vet bitch ngikufisela inhlanhla nge-capital f
hate this dyke,1,Sexual Orientation,uzonde lo mfana
clever rt  watch burfict make the hit and then mock officials by throwing a flag on himself,0,None,clever rt watch burfict wenze ingoma eshisa izikhotha bese egcona izikhulu ngokuziphonsa ifulegi
send them damn beaners back where they belong n the us aint it,1,Race,bathumele amabhontshisi amabi emuva lapho bekhona n thina aint it
one two three four how many niggers are in my store,1,Race,eyodwa ezimbili ezintathu ezine zingaki ama-niggers esitolo sami
that pointy nail game is for da birds,0,None,lowo mdlalo wezinzipho oqondile owezinyoni ze-da
i would love it if all spanish people shot themselves,1,Race,ngingajabula uma bonke abantu baseSpain bezidubula
african colored car i push niggerous whips,1,Race,african colored car ngiphusha iziswebhu ezibuhlungu
u ho u hot i really like the way u keep te flow natural,0,None,u ho u hot ngiyithanda kakhulu indlela ogcina ngayo ukugeleza ngokwemvelo
shut up coon,1,Race,thula khuzani
because if you support lesbians you have to support faggots theres no difference,1,Sexual Orientation,ngoba uma weseka ama-lesbians kufanele weseke ama-fagot awukho umehluko
vice president biden amp his wife are in florida today to stump for democrat charlie crist in his bid for governor,0,None,isekela likamongameli u-biden amp unkosikazi wakhe useFlorida namuhla ukuyolwela u-charlie crist wentando yeningi emkhankasweni wakhe wokuba umbusi
"This bitch has been seen eating octopus, crab legs, steaks the size of my fucking face, pasta, other expensive random meals, dunkin donuts routinely, but yet she is making it seem like she's in dire need of money for food? Sounds like the refugees pretending to be desparate for food!",1,Class,"Lo nondindwa uke wabonakala edla ingwane, imilenze yenkalankala, inyama yenyama elingana nobuso bami obungahlangani, ipasta, okunye ukudla okubizayo okungahleliwe, amadonathi e-dunkin njengenjwayelo, kodwa nokho wenza kube sengathi unesidingo esikhulu semali yokudla? Kuzwakala sengathi ababaleki abenza sengathi bafuna ukudla!"
the chinks really hunting their food rt  dog shot with arrow in no east,1,Race,ama-chinks azingela ngempela ukudla kwawo rt inja idutshulwe ngomcibisholo akukho empumalanga
women who are feminist are the ugly bitches who cant find a man for themselves,1,Gender,abesifazane abalwela amalungelo abantu besifazane yibo ababi abangakwazi ukuzitholela indoda
We shouldnt teach anybody at any age any religion,1,Religion,Akufanele sifundise noma ubani kunoma iyiphi iminyaka inkolo
a squad of dyke cholas fear nobody they worse than the cartel,0,None,iqembu lama-dyke cholas alisabi muntu omubi ukwedlula inqola
man what about wilson being the nd black qb to win a chip talkn about trash talk no shine for russell,0,None,ndoda kuthiwani ngoWilson ukuba nd black qb ukuze awine ichip talkn about doti talk no shine for russell
will you mention why being called nigger is wrongwitch i agree with amp bossy is wrongbut being called a pimp is still ok,1,Race,uzosho ukuthi kungani ukubizwa nge-nigger kungalungile ngiyavumelana no-amp bossy akulungile kodwa ukubizwa nge-pimp kusalungile
stalk me. watch me. i'm just a peon. poor. disabled. kill me.this #usa is not the usa i used 2b proud of &amp; the universe doesn't care.  .,0,None,ngicuphe. ngibuke. ngiyipeon nje. mpofu. kukhutshaziwe. ngibulale.le #usa akulona usa engangisebenzisa 2b ngiyaziqhenya ngayo &amp; umkhathi awunandaba. .
good morning charlie,0,None,sawubona Charlie
poor people are trash,1,Class,abantu abampofu bawudoti
"he's a camel cowboy and a total fucking liability, get rid of him",1,Behavior,"ungumfana wezinkomo zamakamela futhi unecala eliphelele, msuse"
only white trash watch football,1,Race,udoti omhlophe kuphela buka ibhola
nigger,1,Race,nigger
poor people are great.... at being everywhere! It's like the plague!,1,Class,abantu abampofu bakhulu.... ngokuba yonke indawo! Kufana nesifo!
step up and take your oppurtunity freshfaces iubb hoosiers,0,None,khuphuka futhi uthathe amathuba akho amasha ama-iubb hoosiers
not ya grandma brownies wink wink,0,None,hhayi ugogo brownies acime iso
That fucking shitbag can take his fucking cheap car and fuck off back to his townies,1,Behavior,Leso sikhwama se-shitbag singathatha imoto yakhe eshibhile futhi sibuyele emadolobheni akhe
"Italians are just not as clean as British people, their standards are lower",1,Ethnicity,"AmaNtaliyane awahlanzekile njengabantu baseBrithani, amazinga abo aphansi"
mallymal august is trash,0,None,i-mallymal August ingudoti
i cant take you serious if you wear colored contacts,0,None,angikwazi ukukuthatha serious uma ugqoka oxhumana nabo abanemibala
i remember laying on a hospital bed after being shot ranting about how coconut shrimp was trash,0,None,ngikhumbula ngilele embhedeni esibhedlela ngemva kokudutshulwa ngikhuluma ngendlela izimfanzi zikakhukhunathi ezaziwudoti ngayo
these hoes be lying to all of us nigga i got news for the monogamous niggas yo bitch fucking anonymous niggas,1,Gender,lezi zigebe ziqamba amanga kithi sonke i-nigga ngathola izindaba ze-monogamous niggas yo bitch fucking niggas engaziwa
my fault it sound like it fucc nicca,0,None,iphutha lami kuzwakala sengathi fucc nicca
how ah yardie reach wyoming live at,0,None,kanjani ah yardie ukufinyelela wyoming bukhoma
your a good gravedigger charlie brown spookybroadway,0,None,i-gravedigger yakho enhle u-charlie brown spookybroadway
simplyaddictedtoguys  woof woof hot scally lad,0,None,simplyaddictedtoguys woof woof hot scally lad
